business_name,address,phone,website,google_maps_url,rating,total_reviews,reviews_sampled,unanswered_count,unanswered_low_rating,worst_unanswered_stars,sample_reviewer,sample_review_stars,sample_review_snippet,email,email_sent,replied,notes,email_step1_sent
"Sobre Mesa","1618 Franklin St, Oakland, CA 94612, USA","(510) 858-7544","http://sobremesaoak.com/","https://maps.google.com/?cid=575884574284408318&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","474","5","5","1","3","Krissy D Wilson","3","We enjoyed the DJ and the music selections were amazing! Food was very limited...I think the kitchen was close to closin","sobremesaoakland@gmail.com","","","","2026-05-02"
"Oakland Street Food Co.","430 13th St, Oakland, CA 94612, USA","(510) 350-8587","https://oakland-street-food-co.square.site/?owg-fulfillment=pickup&location=11eab59aa2b8755785260cc47a2b63ac&rwg_token=AJKvS9Uev9F_ez8CjHTKY5Hre9Li36IMf9-59Uhaq7Gt7inucJ6xVsAJL-3EqWRpFMwOfU21xwsbkBoFuqg8CFbPOWuLap4E7Q%3D%3D#8","https://maps.google.com/?cid=4906372826998297242&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","165","5","5","1","3","Nipun Kumar","3","I get here lunch often. Decided to do the full chicken salad today.  Came to office and saw there was very little chicke","oaklandsfco@gmail.com","","","","2026-05-02"
"Yoshi's","510 Embarcadero West, Oakland, CA 94607, USA","(510) 238-9200","http://www.yoshis.com/","https://maps.google.com/?cid=10940376824500635198&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","3384","5","5","1","3","Amanda Liu","3","Food was very mid. I got recommendation from a friend saying the place has good atmosphere and food. The atmosphere part","info@yoshis.com","","","","2026-05-02"
"Pomet","4029 Piedmont Ave, Oakland, CA 94611, USA","(510) 450-2541","http://www.pomet-oakland.com/","https://maps.google.com/?cid=5398732981152343983&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","243","5","5","1","1","Minh Pham","1","Came in with high expectations but left annoyed and disappointed.  First off, they automatically add a 20% service charg","eat@pomet-oakland.com","","","","2026-05-02"
"Burma Superstar","4721 Telegraph Ave, Oakland, CA 94609, USA","(510) 652-2900","http://burmasuperstar.co/","https://maps.google.com/?cid=11708090717813177097&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","615","5","5","1","3","brandon oswalt","3","More like burma super over priced.  It's crazy how 3 dishes cost almost $100. Osaka mart has their actual menu items,  T","info@burmasuperstar.co","","","","2026-05-02"
"Home of Chicken & Waffles","247 4th #111 Street, Oakland, CA 94607, USA","(510) 836-4446","http://www.homeofchickenandwaffles.com/","https://maps.google.com/?cid=8965008006637046766&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","2379","5","5","1","3","Kimmy Eddins","3","The food was good. Wait time took about 15 mins as It was a busy Sunday. The only thing I didn’t like was the service, I","derreckhcw@gmail.com","","","","2026-05-02"
"London Bar & Grill","London Bar & Grill, 195 Hegenberger Rd, Oakland, CA 94621, USA","(510) 626-2501","https://www.londonbarandgrill.com/","https://maps.google.com/?cid=488825781702273333&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","107","5","5","1","3","Mark Butterfield","3","The steak looked better than it tasted. The potatoes were cool so the butter wouldn't melt. The brocolli was good but th","info@nohobargrill.com","","","","2026-05-02"
"alaMar Dominican Kitchen","100 Grand Ave #111, Oakland, CA 94612, USA","(510) 907-7555","http://alamaroakland.com/","https://maps.google.com/?cid=11736282111189102098&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","592","5","5","1","3","Eric Fode","3","I paid $90 and I would give it five stars if it was $30.  Service was good. The atmosphere was a vibe… The menu was diff","alamaroak@gmail.com","","","","2026-05-02"
"Seabreeze On The Dock","31 Webster St, Oakland, CA 94607, USA","(510) 607-9140","http://www.seabreezeonthedock.com/","https://maps.google.com/?cid=11470470910862939121&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","663","5","5","1","3","Rachel S","3","The lobster itself was good! However the roll felt like you were eating an entire stick of butter. The soup was ok. For","info@seabreezeonthedock.com","","","","2026-05-02"
"Mägo","3762 Piedmont Ave, Oakland, CA 94611, USA","(510) 344-7214","https://www.magorestaurant.com/","https://maps.google.com/?cid=3239023893090708510&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","245","5","5","1","2","Arielle Albert","2","Came here to celebrate my wedding anniversary with my husband who is a big foodie. We were really excited to visit Mago","info@magorestaurant.com","","","","2026-05-02"
"Town Fare by Chef Michele McQueen","1000 Oak St, Oakland, CA 94607, USA","(510) 318-8570","https://townfarecafe.com/","https://maps.google.com/?cid=3761352256329072500&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","199","5","5","1","3","Monetta Bowie","3","When first walking in, the host weren’t at the, “Wait to be seated” sign and made a smart remark when my mother was walk","events@townfarecafe.com","","","","2026-05-02"
"Tay Ho Oakland Restaurant & Bar","344 12th St, Oakland, CA 94607, USA","(510) 836-6388","https://tayhooakland.com/?utm_source=google","https://maps.google.com/?cid=5732439518676490263&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","492","5","5","1","3","Phuong Luong","3","The food is okay, prices are expensive for what it is. We did not like the banh cuon here, the rolls are too thick and t","info@tayhooakland.com","","","","2026-05-02"
"Xingones at Fort Green","190 4th St, Oakland, CA 94607, USA","(510) 817-4107","https://xingones.com/?utm_source=google","https://maps.google.com/?cid=1139324917078776767&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","394","5","5","1","3","Abi Hwang Nable","3","I’ve heard great things about the wings here at Xingones so I finally made some time to try it out for myself!  Xingones","info@xingones.com","","","","2026-05-02"
"Champa Garden","2102 8th Ave, Oakland, CA 94606, USA","(510) 238-8819","https://champagardenoakland.com/","https://maps.google.com/?cid=7030807459495646791&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","981","5","5","1","3","D H","3","I used to frequent this place when I lived in the Bay Area, so when I have the chance to go back, I took my friends here","info@champagardenoakland.com","","","","2026-05-02"
"Sláinte Irish Pub Oakland","131 Broadway, Oakland, CA 94607, USA","(510) 823-0036","https://slainteoakland.com/","https://maps.google.com/?cid=13738910687166765613&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","918","5","5","1","2","Bill Palmer","2","Had drinks here with two friends Sunday night. Place was very busy.  The server who greeted us (guy with a beard) could","cheers@slainteoakland.com","","","","2026-05-02"
"Oakland Grill","301 Franklin St, Oakland, CA 94607, USA","(510) 835-1176","http://oaklandgrillca.com/","https://maps.google.com/?cid=14767786969574842655&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","892","5","5","1","1","Denice C","1","Although the staff was super nice I would give it a -10 if I could. I used to go there for breakfast all of the time and","ysj6631@icloud.com","","","","2026-05-02"
"Parche","2295 Broadway, Oakland, CA 94612, USA","(510) 544-8982","http://parcheoak.com/","https://maps.google.com/?cid=5213009364092393678&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","547","5","5","0","4","Mary Maldonado","4","This restaurant is truly a little gem of Colombia in Oakland. The service was genuinely nice and welcoming, even though","hello@parcheoak.com","","","","2026-05-02"
"Mua","2442a Webster St, Oakland, CA 94612, USA","(510) 238-1100","https://muaoakland.com/","https://maps.google.com/?cid=16269174186168576443&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1745","5","5","0","4","J. C.","4","Food was great. Bone marrow was nice and the chicken was amazing. Shitake  was better than most. Spouse stated the guaca","info@muaoakland.com","","","","2026-05-02"
"Sirene","3308 Grand Ave, Oakland, CA 94610, USA","(510) 200-8750","https://sirene-oak.com/","https://maps.google.com/?cid=16670225546063772042&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","162","5","5","0","4","Max Stanton","4","We want to really love Sirene, and it has the makings and potential of a fantastic neighborhood gem, but certain things","info@sirene-oak.com","","","","2026-05-02"
"Scott's Seafood Grill & Bar","2 Broadway, Oakland, CA 94607, USA","(510) 444-3456","http://www.scottsjls.com/","https://maps.google.com/?cid=6345555153367219048&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","2620","5","5","0","5","Sonya 'Sunny' Joseph","5","Scott's is one of my favorite restaurants in The Bay. Everything about it demonstrates excellence. I like to go early (4","info@scottsjls.com","","","","2026-05-02"
"Almond and Oak","3311 Grand Ave, Oakland, CA 94610, USA","(510) 250-9550","http://www.almondandoak.com/","https://maps.google.com/?cid=497808636179031377&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","322","5","5","0","5","Caron Shahrestani","5","I was looking for a fancy place for a girls brunch on a Saturday and chose Almond and Oak because I figured we could go","admin@almondandoak.com","","","","2026-05-02"
"Popoca Oakland","906 Washington St, Oakland, CA 94607, USA","(510) 457-1724","http://www.popocaoakland.com/","https://maps.google.com/?cid=1442291869440709281&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","227","5","5","0","5","Alpana Aras-King","5","We went to Popoca for my birthday. As a photographer and visual branding expert, I’m very visual and was excited to try","info@popocaoakland.com","","","","2026-05-02"
"Lucuma Kitchen and Bar","1700 Franklin St, Oakland, CA 94612, USA","(510) 607-8110","https://www.lucumakitchen.com/","https://maps.google.com/?cid=6637257823398132657&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","228","5","5","0","4","Khiem Nguyen","4","Really enjoyable experience! Our server was attentive, the place is super clean and crisp, definitely a good date locati","info@lucumakitchen.com","","","","2026-05-02"
"T'chaka a Taste of Haiti","901 Washington St, Oakland, CA 94607, USA","(510) 899-2072","http://www.tchakaoak.online/","https://maps.google.com/?cid=17810406655387349241&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","267","5","5","0","4","Don Hoffman","4","T’Chaka A Taste of Haiti has a great vibe and a welcoming atmosphere. The space is comfortable with island-style music p","info@tchakaoak.online","","","","2026-05-02"
"Agave Uptown","2135 Franklin St, Oakland, CA 94612, USA","(510) 288-3668","http://agaveuptown.com/","https://maps.google.com/?cid=11052388175463463875&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1030","5","5","0","4","BreaksConsensus","4","Agave Uptown is a standout Mexican restaurant on a corner in Oakland. The food was incredible—rich in flavor, beautifull","hola@agaveuptown.com","","","","2026-05-02"
"The Peach","3257 Lakeshore Ave, Oakland, CA 94610, USA","(510) 907-3892","https://thepeachbrunch.com/?utm_source=google","https://maps.google.com/?cid=1888839195097670753&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","171","5","5","0","4","AB","4","My friend and I happened upon this spot one night after waiting for seating at a nearby restaurant. WELL we ended up nev","info@thepeachbrunch.com","","","","2026-05-02"
"Jaji","422 24th St, Oakland, CA 94612, USA","(510) 373-7988","https://www.jajioak.com/","https://maps.google.com/?cid=3916690219569215277&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","148","5","5","0","5","Kat Zeta","5","Absolutely loved Jaji and I can’t wait to visit again.  Booked a reservation for 2 on Saturday evening— no issues. Order","hello@jajioak.com","","","","2026-05-02"
"Grand Lake Kitchen - Lake Merritt","576 Grand Ave, Oakland, CA 94610, USA","(510) 922-9582","https://www.grandlakekitchen.com/location/lake-merritt/","https://maps.google.com/?cid=6201427364485709745&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1657","5","5","0","4","M planetmike","4","Anytime, for breakfast, lunch or dinner, this restaurant offers excellent dishes in a casual cozy environment. Helpful w","info@grandlakekitchen.com","","","","2026-05-02"
"Grand Lake Kitchen - Dimond","2042 MacArthur Blvd, Oakland, CA 94602, USA","(510) 866-2639","http://www.grandlakekitchen.com/","https://maps.google.com/?cid=3128939199296867329&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","450","5","5","0","4","Alysha Veney","4","Been here a few times usually just for food to go and just stick to the same things. Very chill, not to uptight. I final","info@grandlakekitchen.com","","","","2026-05-02"
"Aburaya","362 17th St, Oakland, CA 94612, USA","(510) 502-7743","https://aburayaoakland.com/aburaya?utm_source=google","https://maps.google.com/?cid=6575818092919950069&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","1381","5","5","0","4","Bay Area Reviews","4","Enjoyed my dinner here. Stopped by before a concert in downtown Oakland. It’s a busy spot with not enough seating inside","info@aburayaoakland.com","","","","2026-05-02"
"Shan Dong","328 10th St #101, Oakland, CA 94607, USA","(510) 839-2299","https://shandongrestaurant.store/","https://maps.google.com/?cid=4686806499229926975&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1849","5","5","0","4","J L","4","Food is generally very good here.  The hands made noodles are the best if you can get it.  We ordered the sesame paste h","info@shandongrestaurant.store","","","","2026-05-02"
"Portal","1611 2nd Ave, Oakland, CA 94606, USA","(510) 663-7678","http://portaloakland.com/","https://maps.google.com/?cid=1362438284990830975&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1456","5","5","0","5","Artemis Huntsman","5","Beautiful view of Lake Merritt and good service! The food was nice, my only complaint was my waffle was really chewy and","connect@portaloakland.com","","","","2026-05-02"
"Calabash","2300 Valdez St Ste A, Oakland, CA 94612, USA","(510) 844-4631","https://calabasheats.com/","https://maps.google.com/?cid=7349580392305065999&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","102","5","5","0","5","Chie B.","5","Went to watch a comedy show. The show was nice, not all comedians were funny tho. But regardless, we had some laughs. Th","nigel@calabasheats.com","","","","2026-05-02"
"Saucy Oakland","468 8th St, Oakland, CA 94607, USA","(510) 764-3939","http://www.saucyoakland.com/","https://maps.google.com/?cid=8938839785543062434&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","166","5","5","0","4","Victoria D","4","The space is very cute and a nice vibe  We tried the garlic noodles with beef The noodles were delicious.  We also had t","saucyoakland@gmail.com","","","","2026-05-02"
"Marica Restaurant","5301 College Ave, Oakland, CA 94618, USA","(510) 985-8388","http://www.maricaoakland.com/","https://maps.google.com/?cid=5620477544893892259&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","536","5","5","0","5","Michael Owens","5","My girlfriend and I decided to have a nice dinner, and this was our 2nd time eating here. We had an absolutely phenomena","info@maricaoakland.com","","","","2026-05-02"
"Dinner House","329 14th St, Oakland, CA 94612, USA","","http://dinnerhouseoakland.com/","https://maps.google.com/?cid=8793722469678425177&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","74","5","5","0","5","Dahlia Nasrah","5","Amazing food, even better service! Great hospitality and the food is so tasty. They usually have awesome specials on Fri","info@dinnerhouseoakland.com","","","","2026-05-02"
"The Cook and Her Farmer","510 9th St, Oakland, CA 94607, USA","(510) 285-6140","http://www.thecookandherfarmer.com/","https://maps.google.com/?cid=16373422144925521167&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","319","5","5","0","4","Helen Karadsheh Levinson","4","Nice cafe with fresh oysters, mussels and other menu items. Visited with a group after a team meeting. There is plenty o","info@thecookandherfarmer.com","","","","2026-05-02"
"Alma Bar Cocina","361 19th St, Oakland, CA 94612, USA","(510) 607-7014","http://www.almabarcocina.com/","https://maps.google.com/?cid=15718600680843072967&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","92","5","5","0","5","David Smith","5","Smaller restaurant with excellently tasting and dressed tacos, only $4 per taco!! The value for the amount of protein on","info@almabarcocina.com","","","","2026-05-02"
"Pintoh Thai","1442 Franklin St, Oakland, CA 94612, USA","(510) 823-2370","http://pintohthai.com/","https://maps.google.com/?cid=10504383437178229154&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","522","5","5","0","5","Caroline Japic","5","This is the best Thai food I have had in the Bay Area in 10 years. We were in Oakland for a volleyball tournament and dr","pintoh.thai@gmail.com","","","","2026-05-02"
"Ms. Jane's Fine Dining","4411 Pacific Hwy E, Fife, WA 98424, USA","(253) 231-4434","https://msjanes.com/","https://maps.google.com/?cid=16772994161701107986&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","123","5","5","2","2","Gloria Tran","2","Ms. Jane’s Fine Dining offers an ambitious menu, but execution was inconsistent during my visit.  The beef carpaccio was","info@msjanes.com","","","","2026-05-02"
"Chez Lafayette Creole Brasserie","1101 Tacoma Ave S, Tacoma, WA 98402, USA","(253) 408-7037","https://chezlafayette.com/","https://maps.google.com/?cid=2261270310126067246&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","455","5","5","1","3","Juan Loya","3","It was a nice little restaurant, I was hoping to try their 5 course menu but I'll get to it eventually. This time my wif","info@chezlafayette.com","","","","2026-05-02"
"Cooper's Food and Drink","5928 N 26th St, Tacoma, WA 98407, USA","(253) 503-0329","https://coopersfoodanddrink.com/","https://maps.google.com/?cid=1561953560614608292&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1703","5","5","1","3","Lilli Alton","3","Relatively decent food. The Pretzel with cheese and onion rings were both great. The burger patties were both overly dry","info@coopersfoodanddrink.com","","","","2026-05-02"
"Manuscript","203 Tacoma Ave S, Tacoma, WA 98402, USA","(253) 212-0779","https://manuscripttacoma.com/?utm_source=google","https://maps.google.com/?cid=12125123225207568554&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","242","5","5","1","2","Janette G","2","We were looking for new places to eat in Tacoma, but Manuscript will definitely not be one we return to. I’m not someone","info@manuscripttacoma.com","","","","2026-05-02"
"Ram Restaurant & Brewery","3001 Ruston Way, Tacoma, WA 98402, USA","(253) 756-7886","https://theram.com/","https://maps.google.com/?cid=4420173618837252146&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","4095","5","5","1","3","Nguyen Tran","3","It’s an ok experience. We like the crab dip. It was the best out of all dishes that we have. Our drinks have flies in it","info@theram.com","","","","2026-05-02"
"Stanley & Seafort's","115 E 34th St, Tacoma, WA 98404, USA","(253) 473-7300","https://www.stanleyandseaforts.com/","https://maps.google.com/?cid=11968253078874240793&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","3629","5","5","1","2","Christina P","2","A disappointing way to spend NYE.  First, the good: Our server, Doug, was friendly and personable, and was working so ha","info@stanleyandseaforts.com","","","","2026-05-02"
"Woven Seafood & Chophouse","3017 Ruston Way, Tacoma, WA 98402, USA","(253) 650-9500","https://eatwoven.com/","https://maps.google.com/?cid=1892756534971156160&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","711","5","5","1","2","Richard Truitt","2","Let preference this by saying I have over 30 years in the food service industry and my late father was a professional co","ryan@revealize.com","","","","2026-05-02"
"Le Sel Bistro","229 St Helens Ave, Tacoma, WA 98402, USA","(253) 327-1015","http://www.leselbistro.com/","https://maps.google.com/?cid=10677245280872512620&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","815","5","5","1","3","sarah cabrera","3","We had a reservation  and our tables wasn't  ready.  We waited for about 15 minutes  until we got seated.  Atmosphere  w","info@leselbistro.com","","","","2026-05-02"
"Cliff House Restaurant","6300 Marine View Dr, Tacoma, WA 98422, USA","(253) 927-0400","http://cliffhousetacoma.com/","https://maps.google.com/?cid=13321516568282095497&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","1595","5","5","1","1","Jason Thompson","1","Zero stars  Appalling experience. Gluey over cooked / over processed mashed potatoes. Prime rib lacked seasoning and was","typesetit@att.net","","","","2026-05-02"
"The Melting Pot of Tacoma","2121 Pacific Ave, Tacoma, WA 98402, USA","(253) 535-3939","https://www.meltingpot.com/tacoma-wa/","https://maps.google.com/?cid=15850759137404851273&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","2008","5","5","1","1","patrick kelly","1","My wife and I chose The Melting Pot for our 16th wedding anniversary – a special night out to celebrate 16 wonderful yea","info@meltingpot.com","","","","2026-05-02"
"Elmer's Restaurant (Tacoma, WA)","7427 S Hosmer St, Tacoma, WA 98408, USA","(253) 473-0855","http://eatatelmers.com/","https://maps.google.com/?cid=14257078713669276255&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","4554","5","5","1","3","Shannon Jackson","3","Elmer’s was alright.  They use real prime rib for their dip sandwich, which I genuinely appreciate. In theory, that shou","info@eatatelmers.com","","","","2026-05-02"
"The Forum","815 Pacific Ave A, Tacoma, WA 98402, USA","(253) 830-2151","http://www.eatattheforum.com/","https://maps.google.com/?cid=3759097628149906446&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","966","5","5","1","1","Nicole Delacruz","1","**Update: as of november 2025 Food is no longer good. We won't be coming back again sadly we used to frequent here. Smal","info@eatattheforum.com","","","","2026-05-02"
"Anthony's At Point Defiance","5910 N Waterfront Dr, Tacoma, WA 98407, USA","(253) 752-9700","https://www.anthonys.com/restaurant/anthonys-at-point-defiance/","https://maps.google.com/?cid=9521384059729814757&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","2788","5","5","1","3","Isabella Perryman","3","Came here for my mom's birthday dinner and it was an okay experience. Our server was nice, but not very attentive.  We o","pointdefiance@anthonys.com","","","","2026-05-02"
"Rock The Dock Pub & Grill","535 Dock St #118, Tacoma, WA 98402, USA","(253) 272-5004","http://rockthedockpub.com/","https://maps.google.com/?cid=17660915901304645535&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1568","5","5","1","2","Raquel H","2","Maybe it was the time I showed up, maybe not. The food was sub par for the price, fried zucchini was indeed fried but no","gwendolyn@rockthedockpub.com","","","","2026-05-02"
"The Spar","2121 N 30th St, Tacoma, WA 98403, USA","(253) 627-8215","https://www.thespartavern.com/","https://maps.google.com/?cid=14433276511673495302&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1476","5","5","1","2","J B","2","Holy gut bomb. I don't think I have had greasier food. We went through a stack of napkins. I got the BLT and the bacon w","info@thespartavern.com","","","","2026-05-02"
"Pacific Southern","3832 S Pine St, Tacoma, WA 98409, USA","(253) 474-9898","https://www.pacificsouthernwa.com/","https://maps.google.com/?cid=16820584918052934674&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","2806","5","5","1","1","Hunter F.","1","I very rarely leave bad reviews but this one's well deserved. I doordashed this place for breakfast and it was terrible.","info@pacificsouthernwa.com","","","","2026-05-02"
"McMenamins The Old Hangout","565 Broadway, Tacoma, WA 98402, USA","(253) 300-8759","https://www.mcmenamins.com/elks-temple/the-old-hangout","https://maps.google.com/?cid=1483967907875881235&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","468","5","5","1","1","Kelly Ulrich","1","Ordered to-go: Tokyo Tots and Ventura Nachos. Asked for cheese on the side. Got home and there was hair in the Tokyo Tot","info@mcmenamins.com","","","","2026-05-02"
"Wooden City Tacoma","1102 Broadway Ste 102, Tacoma, WA 98402, USA","(253) 503-0762","http://woodencitytacoma.com/","https://maps.google.com/?cid=12356224836056399554&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","1234","5","5","0","4","Chris Kibari","4","I was in downtown Tacoma to grab some food and drinks with some friends & tried Wooden City Tacoma.  This is a great pla","reservations@woodencitytacoma.com","","","","2026-05-02"
"Matador Tacoma","721 Pacific Ave, Tacoma, WA 98402, USA","(253) 627-7100","https://matadorrestaurants.com/locations/tacoma","https://maps.google.com/?cid=3823531445110426895&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","4269","5","5","0","4","Misha Averill","4","Went for happy hour, and got all the yummy margs! Drinks are plentiful and delicious. Not the bestest margaritas but the","info@matadorrestaurants.com","","","","2026-05-02"
"Duke's Seafood Tacoma","3327 Ruston Way, Tacoma, WA 98402, USA","(253) 752-5444","https://www.dukesseafood.com/locations/tacoma?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-tracking&utm_term=tacoma","https://maps.google.com/?cid=6058170926971419685&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","5888","5","5","0","4","James ST","4","Overall, this is a solid spot for seafood with good food, good service, and a great view.  We started with appetizers an","jason@dukesseafood.com","","","","2026-05-02"
