business_name,address,phone,website,google_maps_url,rating,total_reviews,reviews_sampled,unanswered_count,unanswered_low_rating,worst_unanswered_stars,sample_reviewer,sample_review_stars,sample_review_snippet,email,email_sent,replied,notes,email_step1_sent
"Sleep Inn University Place","8525 N Tryon St, Charlotte, NC 28262, USA","(704) 247-1706","https://www.choicehotels.com/north-carolina/charlotte/sleep-inn-hotels/nc005?mc=llgoxxpx","https://maps.google.com/?cid=4114353100201232475&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","3.7","914","5","5","3","1","Hazury Garcia","1","I am currently staying at this hotel and honestly, this place should be shut down until they figure out how to run it pr","info@choicehotels.com","","","","2026-04-29"
"WoodSpring Suites Charlotte-Arrowood","1625 Deboer Ave, Charlotte, NC 28273, USA","(704) 709-5430","https://www.woodspring.com/extended-stay-hotels/locations/north-carolina/charlotte/woodspring-suites-charlotte-arrowood?mc=llgoxxpx","https://maps.google.com/?cid=2953403936394534668&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4","74","5","5","3","1","Shelby Howard","1","I stayed at this hotel about two weeks ago, and while I try to give places the benefit of the doubt, my overall experien","nc946@stayatchoice.com","","","","2026-04-29"
"Sonesta Charlotte Lower South End","5700 Westpark Dr, Charlotte, NC 28217, USA","(704) 527-9650","https://www.sonesta.com/sonesta-hotels-resorts/nc/charlotte/sonesta-charlotte-lower-south-end?utm_source=google&utm_medium=organic&utm_campaign=gmb","https://maps.google.com/?cid=14870043285903620881&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4","2550","5","5","2","1","Kendrick Garner","1","We checked in and the Guest Services Manager was very nice and welcoming. However, our room was underwhelming. The chair","info@sonesta.com","","","","2026-04-29"
"Hampton Inn & Suites Charlotte-Arrowood Rd.","9110 Southern Pine Blvd, Charlotte, NC 28273, USA","(704) 525-3333","https://www.hilton.com/en/hotels/clthshx-hampton-suites-charlotte-arrowood-rd/?SEO_id=GMB-AMER-HX-CLTHSHX&y_source=1_MjA4NTI2Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","https://maps.google.com/?cid=7697066116807153164&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","990","5","5","2","2","Nic J","2","Ive never had such a bad check in experience. The hotel couldn't acess my reservation. I told the front desk attendant n","info@hilton.com","","","","2026-04-29"
"Hampton Inn & Suites Charlotte Airport Lake Pointe","2227 Cascade Pointe Boulevard Suite A, Charlotte, NC 28208, USA","(980) 312-5500","https://www.hilton.com/en/hotels/cltlphx-hampton-suites-charlotte-airport-lake-pointe/?SEO_id=GMB-AMER-HX-CLTLPHX&y_source=1_MTUxOTQzMzktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","https://maps.google.com/?cid=14182796235955091118&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","613","5","5","2","1","Kelly “KELZ1004”","1","I actually did not get a chance to stay at this Hampton Inn, so my review is completely based on the customer service I","info@hilton.com","","","","2026-04-29"
"Hampton Inn Charlotte-Uptown","530 E M.L.K. Jr Blvd, Charlotte, NC 28202, USA","(704) 373-0917","https://www.hilton.com/en/hotels/cltuthx-hampton-charlotte-uptown/?SEO_id=GMB-AMER-HX-CLTUTHX&y_source=1_MjA4NDQ1Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","https://maps.google.com/?cid=13936791379572309103&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1558","5","5","2","2","Desire Dazulma","2","We stayed here from Friday (12/5) until Monday (12/8) for the Pop Warner Nationals Cheerleading competition.  The pool d","info@hilton.com","","","","2026-04-29"
"Home2 Suites by Hilton Charlotte Northlake","7227 Smith Corners Blvd, Charlotte, NC 28269, USA","(980) 585-0100","https://www.hilton.com/en/hotels/cltnoht-home2-suites-charlotte-northlake/?SEO_id=GMB-AMER-HT-CLTNOHT&y_source=1_MTQ4NDcyODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","https://maps.google.com/?cid=17455514517071779835&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","3.9","400","5","5","2","3","Ursula G.","3","Overall a nice hotel, but could be better. My room needed some maintenance. The heat didn't work on the thermostat, so I","info@hilton.com","","","","2026-04-29"
"Holiday Inn Express & Suites Charlotte Southeast - Matthews by IHG","9420 E Independence Blvd, Matthews, NC 28105, USA","(704) 443-3100","https://www.ihg.com/holidayinnexpress/hotels/us/en/matthews/staie/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-US-_-STAIE","https://maps.google.com/?cid=9817674459573467404&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","737","5","5","2","1","Ronee Robbins","1","I’ve stayed at many IHG properties, and unfortunately this was the worst experience I’ve ever had. The front desk staff","info@ihg.com","","","","2026-04-29"
"WoodSpring Suites Charlotte - University Research Park","7007 MacFarlane Blvd, Charlotte, NC 28262, USA","(704) 981-4145","https://www.woodspring.com/extended-stay-hotels/locations/north-carolina/charlotte/woodspring-suites-charlotte-university-research-park?mc=llgoxxpx","https://maps.google.com/?cid=17595570675895148926&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","3.7","326","5","5","2","1","kaylan reynolds","1","Checked in early Sabrina at the front desk was great! Got to the room it was dirty how to wipe everything down. There is","nc937@stayatchoice.com","","","","2026-04-29"
"Fairfield by Marriott Inn & Suites Charlotte Matthews","8540 E Independence Blvd, Charlotte, NC 28227, USA","(980) 245-9200","https://www.marriott.com/en-us/hotels/cltfm-fairfield-inn-and-suites-charlotte-matthews/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0","https://maps.google.com/?cid=5760970583302217684&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4","891","5","5","2","2","Katie Thomas","2","Very disappointed. Booked to stay 7 nights to visit family, arrived earlier than expected and all was great with checkin","info@marriott.com","","","",""
"Hampton Inn Charlotte-University Place","8419 N Tryon St, Charlotte, NC 28262, USA","(704) 548-0905","https://www.hilton.com/en/hotels/cltuvhx-hampton-charlotte-university-place/?SEO_id=GMB-AMER-HX-CLTUVHX&y_source=1_MjA4NTEzOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","https://maps.google.com/?cid=16917169558011458450&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","3.9","1163","5","5","2","3","Ryan Jones","3","I recently stayed at this Hampton Inn while in town for business. The staff at this location are some of the best in the","info@hilton.com","","","","2026-04-29"
"Quality Suites Pineville - Charlotte","9840 Pineville-Matthews Rd, Pineville, NC 28134, USA","(704) 670-9000","https://www.choicehotels.com/north-carolina/pineville/quality-inn-hotels/nc384?mc=llgoxxpx","https://maps.google.com/?cid=7984484337612094927&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4","871","5","5","2","1","Garion Smith","1","Well I'd love to have given them some semblance of an actual review but the desk clerk hung up on me mid sentence while","info@choicehotels.com","","","","2026-04-29"
"Comfort Inn Fort Mill Amusement Park at Carowinds Blvd","3725 Avenue of the Carolinas Building A, Fort Mill, SC 29708, USA","(803) 802-8478","https://www.choicehotels.com/south-carolina/fort-mill/comfort-inn-hotels/sc416?mc=llgoxxpx","https://maps.google.com/?cid=2157016440537205867&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","3.8","1340","5","5","2","2","mary shanks","2","So me and my family were in hard times we stay at this location for about 3-4 months. Like two months of us staying we w","info@choicehotels.com","","","","2026-04-29"
"Kasa at Cortland NoDa Charlotte","1700 N Brevard St, Charlotte, NC 28206, USA","(980) 575-5944","https://kasa.com/properties/kasa-at-cortland-noda-charlotte?utm_source=Google&utm_medium=nonpaid&utm_campaign=GMB&utm_term=VisitHotelWebsiteButton&utm_content=NOD","https://maps.google.com/?cid=17156575331774667374&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","105","5","5","2","3","Elliott Wood","3","Decided to stay here because I am moving in down the street. Was gone and received a noise notice from their in room sys","info@kasa.com","","","","2026-04-29"
"TownePlace Suites by Marriott Charlotte Fort Mill","1047 Red Ventures Dr, Fort Mill, SC 29707, USA","(803) 547-5001","https://www.marriott.com/en-us/hotels/cltmi-towneplace-suites-charlotte-fort-mill/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0","https://maps.google.com/?cid=7010728643027860434&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","443","5","5","2","1","Lauren Beers","1","We booked a one-bedroom suite for 2 adults and 2 children and arrived to find we had been moved to a standard two-queen","info@marriott.com","","","",""
"Uptown Suites Extended Stay Charlotte NC – Concord","7850 Commons Park Cir NW, Concord, NC 28027, USA","(888) 882-0344","https://uptownsuites.com/extended-stay-hotels/concord-north-carolina/?utm_source=google&utm_medium=GMB","https://maps.google.com/?cid=16865576159410793225&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","3.8","538","5","5","2","1","Chris Curiale","1","I advise anyone that is looking for a room for a night or even for a long period of time to just stay clear. This place","info@uptownsuites.com","","","","2026-04-29"
"Hilton Garden Inn Charlotte Uptown","508 E M.L.K. Jr Blvd, Charlotte, NC 28202, USA","(704) 347-5972","https://www.hilton.com/en/hotels/cltupgi-hilton-garden-inn-charlotte-uptown/?SEO_id=GMB-AMER-GI-CLTUPGI&y_source=1_MjA4NDM4Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","https://maps.google.com/?cid=11046516769122025242&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1685","5","5","2","1","Sterling Johnson","1","Wife & I stayed the weekend. We stayed in room 905. The room was very dated. We expected a more up to date room being th","info@hilton.com","","","","2026-04-29"
"Hyatt Place Charlotte / University Research Park","640 University Center Blvd, Charlotte, NC 28262, USA","(980) 256-5500","https://www.hyatt.com/hyatt-place/en-US/cltzv-hyatt-place-charlotte-university-research-park?src=corp_lclb_google_seo_cltzv&utm_source=google&utm_medium=organic&utm_campaign=lmr","https://maps.google.com/?cid=16716433935407565563&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","421","5","5","2","1","Aaron Butner","1","UPDATE TO HP RESPONSE:  What a foolish & uninformed response… We were told the breakfast was included by the young lady","info@hyatt.com","","","","2026-04-29"
"Holiday Inn Express & Suites Charlotte - Ballantyne by IHG","15139 Ballancroft Pkwy, Charlotte, NC 28277, USA","(704) 541-9004","https://www.ihg.com/holidayinnexpress/hotels/us/en/charlotte/cltjr/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-US-_-CLTJR","https://maps.google.com/?cid=2113346310362359952&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","486","5","5","1","1","Anthony Douglas, Jr.","1","I stayed at this property from January 16 through January 18 in connection with a stay to play youth hockey tournament,","info@ihg.com","","","","2026-04-29"
"SpringHill Suites by Marriott Charlotte at Carowinds","1000 Coasterview Dr, Charlotte, NC 28273, USA","(704) 499-9509","https://www.marriott.com/en-us/hotels/cltsr-springhill-suites-charlotte-at-carowinds/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0","https://maps.google.com/?cid=3928134659799359682&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","480","5","5","1","1","Constance Angelique","1","Back in August I booked a stay at this location for my birthday celebration at Carowinds. It was a one night stay, and a","info@marriott.com","","","",""
"Sheraton Charlotte Hotel","555 S McDowell St Tower, Charlotte, NC 28204, USA","(704) 372-4100","https://www.marriott.com/en-us/hotels/cltws-sheraton-charlotte-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0","https://maps.google.com/?cid=12438208906150386924&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","3.9","1979","5","5","1","2","Michael Sanders","2","Sheraton Charlotte Hotel, February 2026  Good: Service at the bar/restaurant was very good. The doorman/valet was friend","info@marriott.com","","","",""
"Holiday Inn Express & Suites Charlotte NE - University Area by IHG","6020 University Pointe Blvd, Charlotte, NC 28262, USA","(704) 496-9780","https://www.ihg.com/holidayinnexpress/hotels/us/en/charlotte/cltik/hoteldetail?cm_mmc=GoogleMaps-_-EX-_-US-_-CLTIK","https://maps.google.com/?cid=9119712330248126893&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","686","5","5","1","3","Jim Partica","3","The room was mostly clean but never received coffee in the room except upon arrival.   One day the beds were made and th","info@ihg.com","","","","2026-04-29"
"Tru by Hilton Charlotte Ayrsley","9233 Kings Parade Blvd, Charlotte, NC 28273, USA","(704) 499-9010","https://www.hilton.com/en/hotels/cltcaru-tru-charlotte-ayrsley/?SEO_id=GMB-AMER-RU-CLTCARU&y_source=1_OTIzNjQzOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","https://maps.google.com/?cid=11555407587065526614&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","860","5","5","1","1","L S","1","First I would like to say how disappointed I’am with my stay! I was nervous when I knew they allowed you to bring your p","info@hilton.com","","","","2026-04-29"
"Drury Inn & Suites Charlotte Arrowood","8925 Red Oak Blvd, Charlotte, NC 28217, USA","(704) 561-7499","https://www.druryhotels.com/locations/charlotte-nc/Drury-Inn-and-Suites-Charlotte-Arrowood?utm_campaign=gmb&utm_medium=organic&utm_source=local2","https://maps.google.com/?cid=7810137593400726767&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1953","5","5","1","3","Tristan Coates","3","Room was decent, nothing extraordinary. Housekeeping could have been better. Shower soap was in need of a refill before","info@druryhotels.com","","","","2026-04-29"
"Embassy Suites by Hilton Charlotte Concord Golf Resort & Spa","5400 John Q. Hammons Dr NW, Concord, NC 28027, USA","(704) 455-8200","https://www.hilton.com/en/hotels/cltcces-embassy-suites-charlotte-concord-golf-resort-and-spa/?SEO_id=GMB-AMER-ES-CLTCCES&y_source=1_MTEwOTkyNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","https://maps.google.com/?cid=1014818766439585148&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","4213","5","5","1","1","Jenny D.","1","They are doing a really loud construction and it sounds like you’re getting a root canal in your room. Stay away! Defini","info@hilton.com","","","","2026-04-29"
"Kasa Dilworth Charlotte","1351 E Morehead St, Charlotte, NC 28204, USA","(704) 741-6810","https://kasa.com/properties/kasa-kasa-dilworth-charlotte?utm_source=Google&utm_medium=nonpaid&utm_campaign=GMB&utm_term=VisitHotelWebsiteButton&utm_content=BED","https://maps.google.com/?cid=10335314823246298105&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","133","5","5","1","3","Scott Wolfman","3","I like the apartment. It beats a hotel. Roomier. I was not thrilled with customer service and the space has the basics -","info@kasa.com","","","","2026-04-29"
"Rodeway Inn Charlotte South","305 Archdale Dr, Charlotte, NC 28217, USA","(704) 525-3033","https://www.choicehotels.com/north-carolina/charlotte/rodeway-inn-hotels/ncb42?mc=llgoxxpx","https://maps.google.com/?cid=5876108272183149309&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","100","5","5","1","1","Patty Murphy","1","The man at the desk 'you pay $85.00' - I presented a Priceline deal and as I have referenced the room rate of $55 plus t","info@choicehotels.com","","","","2026-04-29"
"Hilton Charlotte University Place","8629 J M Keynes Dr, Charlotte, NC 28262, USA","(704) 547-7444","https://www.hilton.com/en/hotels/clthuhf-hilton-charlotte-university-place/?SEO_id=GMB-AMER-HH-CLTHUHF&y_source=1_MTIyMDk2Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","https://maps.google.com/?cid=12721346549008463210&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","3548","5","5","1","2","Lalatendu Mohanty","2","So far, I have stayed here twice while attending chess tournaments organized by the Charlotte Chess Center. Unfortunatel","info@hilton.com","","","","2026-04-29"
"315 @ LoSo","315 E Woodlawn Rd, Charlotte, NC 28217, USA","(704) 910-0273","http://www.315loso.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing","https://maps.google.com/?cid=13070598284126853653&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","406","5","5","0","4","Tasha","4","I booked this hotel specifically because it was out of the city, hoping to avoid the loud sound of fireworks because of","losohotel315@gmail.com","","","","2026-04-29"
"Sleep Inn Matthews - Charlotte","9900 Matthews Park Dr, Matthews, NC 28105, USA","(980) 837-7940","https://www.choicehotels.com/north-carolina/matthews/sleep-inn-hotels/nc032?mc=llgoxxpx","https://maps.google.com/?cid=14449351084065109403&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","3.8","701","5","5","0","5","Shiv Patel","5","Genuinely had a great stay at this Sleep in, the staff were very friendly, the rooms were clean and organized, and every","info@choicehotels.com","","","","2026-04-29"
"Hampton Inn & Suites Charlotte/SouthPark at Phillips Place","6700 Phillips Pl Ct, Charlotte, NC 28210, USA","(704) 319-5700","https://www.hilton.com/en/hotels/cltsphx-hampton-suites-charlotte-southpark-at-phillips-place/?SEO_id=GMB-AMER-HX-CLTSPHX&y_source=1_MjA4NDc5MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","https://maps.google.com/?cid=4414030494679396362&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","776","5","5","0","4","Lilian Soto","4","A few months ago we stayed at this same hotel and our experience was truly 10/10. This time, however, the room was not c","info@hilton.com","","","","2026-04-29"
"Kasa Edison House Charlotte","1921 Charlotte Dr, Charlotte, NC 28203, USA","(704) 741-7307","https://kasa.com/properties/kasa-edison-house-charlotte?utm_source=Google&utm_medium=nonpaid&utm_campaign=GMB&utm_term=VisitHotelWebsiteButton&utm_content=CHA","https://maps.google.com/?cid=6783006722384004669&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","248","5","5","0","5","sherrie portis","5","This space was so amazing for my work trip to Charlotte. Beautiful location, great communication and room was so charmin","info@kasa.com","","","","2026-04-29"
"Drury Inn & Suites Charlotte Northlake","6920 Northlake Mall Dr, Charlotte, NC 28216, USA","(704) 599-8882","https://www.druryhotels.com/locations/charlotte-nc/drury-inn-and-suites-charlotte-northlake?utm_campaign=gmb&utm_medium=organic&utm_source=local2","https://maps.google.com/?cid=4787819442088918564&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1738","5","5","0","5","Megan L","5","We loved our stay at Drury Inn and Suites. The staff here are so welcoming and kind, rooms are clean, and location was s","info@druryhotels.com","","","","2026-04-29"
"The Dunhill Hotel","237 N Tryon St, Charlotte, NC 28202, USA","(704) 332-4141","https://www.dunhillhotel.com/","https://maps.google.com/?cid=8409202333112023129&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","961","5","5","0","5","Clarke Leighton","5","We had my sister's entire Bachelorette/Bridal Shower weekend at the Dunhill and they exceeded expectations! The rooms we","info@dunhillhotel.com","","","","2026-04-29"
"JW Marriott Charlotte","600 S College St, Charlotte, NC 28202, USA","(704) 333-1101","https://www.marriott.com/en-us/hotels/cltjw-jw-marriott-charlotte/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0","https://maps.google.com/?cid=11169301463972905967&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1126","5","5","0","4","Michelle L","4","Had a wonderful stay here for a quick getaway with a friend! The location is perfect—we were steps away from amazing foo","info@marriott.com","","","",""
"Supercuts","279 Newbury St, Boston, MA 02116, USA","(617) 644-0458","https://www.supercuts.com/locations/nearme/haircut/ma/boston/279-newbury-street/8679","https://maps.google.com/?cid=950486066837412554&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1185","5","5","2","1","Nicole Taylor","1","I had a very bad experience with a hair cut from Mia on Friday 10/10/25, I saw the good reviews so I gave her a chance,","info@supercuts.com","","","","2026-04-29"
"Pathos Salon Boston","270 Newbury St, Boston, MA 02116, USA","(857) 233-4944","https://www.pathossalonboston.com/","https://maps.google.com/?cid=10949097988823951949&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","299","5","5","1","2","Isadora Goldman Leviton","2","Max cut my hair yesterday - it looks totally butchered. The bangs are tiny, and look nothing like the photos I showed hi","info@pathossalonboston.com","","","","2026-04-29"
"Salon Mario Russo","71 Park Plaza, Boston, MA 02116, USA","(617) 424-6676","https://mariorusso.com/","https://maps.google.com/?cid=3851154660733141112&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","328","5","5","1","1","Hanieh Asghari Oskoei","1","I did my hair with Rezi and she was absolutely amazing. She was good. Kind, with patience and the other staff were also","info@mariorusso.com","","","","2026-04-29"
"LAMS Boston","274 Summer St, Boston, MA 02210, USA","","https://www.lamsboston.com/","https://maps.google.com/?cid=16396296997698708056&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","134","5","5","1","2","Pham Abarzua","2","I got a pretty disappointing haircut, which is unfortunate considering the salon’s perfect rating and stellar reviews. T","info@lamsboston.com","","","","2026-04-29"
"G2O Spa + Salon","33 Exeter St, Boston, MA 02116, USA","(617) 262-2220","http://www.g2ospasalon.com/","https://maps.google.com/?cid=10880636689570226827&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","488","5","5","1","2","Stacy Nobles","2","While I have had a few lovely massages here, I have been disappointed by the phone staff and over-promised services. My","info@g2ospasalon.com","","","","2026-04-29"
"Latino Beauty Salon","3125 Washington St, Boston, MA 02119, USA","(617) 522-2055","http://www.latinobeautysalonboston.com/","https://maps.google.com/?cid=3136893237354937086&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","729","5","5","1","3","Jalika Monae","3","The website says they do cuts and color... I made a appointment went in explained i wanted a cut color and style...I had","info@latinobeautysalonboston.com","","","","2026-04-29"
"Honey & Comb Salon","56 Wareham St Suite 209, Boston, MA 02118, USA","(978) 408-8521","http://www.honeyandcomb.salon/","https://maps.google.com/?cid=8200674280161885121&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","35","5","5","1","2","Abbi","2","I went in for a full head of highlights with Kristin. I left with wet hair, and when my hair dried and I got home I real","user@domain.com","","","",""
"Viselli Salon","69 Newbury St 2nd Floor, Boston, MA 02116, USA","(857) 350-4856","http://www.vs-salon.com/","https://maps.google.com/?cid=1777529953919874786&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","2383","5","5","0","5","Olivia Driscoll","5","Ashley did such an amazing job on my hair! She gave me the most beautiful highlights they blend perfectly and look so na","info@vs-salon.com","","","","2026-04-29"
"Sky Salon","1104 Commonwealth Ave, Boston, MA 02215, USA","(617) 466-9722","https://sky-salon.square.site/","https://maps.google.com/?cid=12063126173619559840&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","538","5","5","0","4","C Kru","4","Booked a haircut with Ivy and she was wonderful, the whole process was a good experience and she took her time so I was","hi@mystore.com","","","","2026-04-29"
"Avanti Salon","20 Newbury St #4, Boston, MA 02116, USA","(617) 267-4027","https://avantisalonboston.com/","https://maps.google.com/?cid=1020578620032604959&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","592","5","5","0","5","Lourdes Maria & Jeff McLaughlin","5","Ethan is hands down the best hair stylist in Boston. I am extremely picky about blowouts and haircuts, and he always del","avantisalonboston@gmail.com","","","","2026-04-29"
"Blackroom Salon","61 Berkeley St, Boston, MA 02116, USA","(617) 426-2525","http://blackroomsalon.com/","https://maps.google.com/?cid=17551271586608050014&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","311","5","5","0","5","Mischa Skolnik Troy","5","Love Blackroom Salon! I had the same hairdresser for years until I moved to Boston and have been so happy with this new","user@domain.com","","","",""
"Commune Hair Boston | Award-Winning Hair Salon","840 Summer St Floor 3, Boston, MA 02127, USA","(617) 370-1976","https://www.communeboston.com/","https://maps.google.com/?cid=11329244740836404634&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","114","5","5","0","5","Alexus Sorina","5","I’ve been going to see Po for over a year now, and I can always count on her to do an amazing job with my hair. For this","communeboston@studiob247.com","","","","2026-04-29"
"Carbon Salon","170 Tremont St #2, Boston, MA 02111, USA","(617) 556-0044","https://carbonsalonboston.com/","https://maps.google.com/?cid=11434112281036418301&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","386","5","5","0","5","Ulviyya Turabova","5","I had an absolutely amazing experience at Carbon Hair Salon! The staff were incredibly kind, welcoming, and attentive fr","info@carbonsalonboston.com","","","","2026-04-29"
"LOVE AND MERCY Salon","403 D St, Boston, MA 02210, USA","(617) 982-6622","https://www.loveandmercysalon.com/","https://maps.google.com/?cid=6786511872606858387&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","250","5","5","0","5","Elle Kennedy","5","A truly amazing salon that is home to a talented team of people! Everyone is welcoming and friendly and the level of res","info@lamsboston.com","","","","2026-04-29"
