business_name,address,phone,website,google_maps_url,rating,total_reviews,reviews_sampled,unanswered_count,unanswered_low_rating,worst_unanswered_stars,sample_reviewer,sample_review_stars,sample_review_snippet,email,email_sent,replied,notes,email_step1_sent
"Union New American","1111 N Westshore Blvd, Tampa, FL 33607, USA","(813) 768-9989","https://www.uniontampa.com/","https://maps.google.com/?cid=16292968094074506174&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","843","5","5","0","4","Gourmand","4","The food is really good here. Service is decent. It is pricey, but definitely a spot to try.  I highly recommend getting","info@uniontampa.com","","","","2026-04-28"
"Shiso Crispy - Tampa","874 N Tampa St, Tampa, FL 33602, USA","(813) 610-9138","http://www.shisocrispy.com/","https://maps.google.com/?cid=6012822605410668264&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","678","5","5","0","5","K Ddlt","5","Shisho crispy? More like shisho freaking yummy. My wife went here without me once and it almost ended in divorce. The fo","info@shisocrispy.com","","","","2026-04-28"
"Sexy Fish Miami","1001 S Miami Ave, Miami, FL 33130, USA","(305) 889-7888","https://sexyfishmiami.com/?utm_source=LocalGoogleExtNet&utm_medium=Organic","https://maps.google.com/?cid=9716000305552757123&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","8637","5","5","1","3","shakti lenka","3","Service and atmosphere is amazing.  But overhyped and over priced. Food quality is not at all upto the mark. The place i","info@sexyfishmiami.com","","","","2026-04-28"
"CASA NEOS","40 SW North River Dr, Miami, FL 33128, USA","(305) 800-6367","https://www.casa-neos.com/","https://maps.google.com/?cid=3252674697109623687&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","11050","5","5","1","2","Yohan Garcia","2","They were out of caviar and the octopus that was highly recommend but thankfully Emma and her hospitality truly made the","events@rivieradininggroup.com","","","","2026-04-28"
"Komodo Miami","801 Brickell Ave, Miami, FL 33131, USA","(305) 534-2211","https://komodomiami.com/","https://maps.google.com/?cid=3779668399211078498&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","8534","5","5","1","3","MIKE RAY","3","We were placed at a table that got knocked into about 12 times during our dining experience. We made a reservation ahead","info@komodomiami.com","","","","2026-04-28"
"Santorini by Georgios","101 Ocean Dr # 101, Miami Beach, FL 33139, USA","(305) 672-6624","https://santorinibygeorgios.com/","https://maps.google.com/?cid=4534163884983973459&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","5250","5","5","1","3","Andrew Roubin","3","Food was kinda mid, gave this place a couple of tries while we were in the area, and while there was nothing really wron","groups@santorinibygeorgios.com","","","","2026-04-28"
"Crazy About You","1155 Brickell Bay Dr PH101, Miami, FL 33131, USA","(305) 377-4442","https://passionrestaurantgroup.com/restaurants/crazy-about-you/","https://maps.google.com/?cid=15118504722984321111&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","18857","5","5","0","4","Marshall Can","4","Loved it and yea I'd go back. Highly recommended  Atmosphere is an eclectic mishmash that is not my style, but it's alri","info@passionrestaurantgroup.com","","","","2026-04-28"
"Dolores But You Can Call Me Lolita","1000 S Miami Ave, Miami, FL 33130, USA","(305) 403-3103","https://passionrestaurantgroup.com/restaurants/dolores-lolita/","https://maps.google.com/?cid=12723022957873358956&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","12467","5","5","0","4","Johanna Pinoargote","4","This was a last minute reservation to Miami- and for a place that had soooo many reviews I was curious to see what all t","info@passionrestaurantgroup.com","","","","2026-04-28"
"RosaNegra Miami","1346 S Miami Ave, Miami, FL 33130, USA","(786) 668-2114","https://www.rosanegrarestaurant.us/?utm_source=gmb&utm_medium=organic&ot_source=gmb_2564_rnm","https://maps.google.com/?cid=13040410929313737252&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","1755","5","5","0","5","Juan Fidel","5","What an extraordinary experience we had at Rosa Negra! An atmosphere of exquisite food aromas mingled with rhythmic musi","info@rosanegrarestaurant.us","","","","2026-04-28"
"Rusty Pelican Miami","3201 Rickenbacker Cwy, Key Biscayne, FL 33149, USA","(305) 361-3818","https://www.therustypelican.com/","https://maps.google.com/?cid=12992583866886932478&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","20749","5","5","0","4","Daniel E Huffer","4","Awesome restaurant, My wife and I visited while we were vacationing in Key Biscayne... I had the Lobster and Shrimp Riso","info@therustypelican.com","","","","2026-04-28"
"Rosa Sky","115 SW 8th St 22nd Floor, Miami, FL 33130, USA","(786) 628-1515","https://rosaskyrooftop.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","https://maps.google.com/?cid=8544288044977879219&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","6074","5","5","0","4","Roni Phillips","4","An Exceptional Experience from Start to Finish! We arrived to have a late dinner and Kelvin was absolutely amazing! From","info@rosaskyrooftop.com","","","","2026-04-28"
"Tanuki River Landing","1420 NW N River Dr, Miami, FL 33125, USA","(305) 614-9408","https://tanukimiami.com/?utm_source=google","https://maps.google.com/?cid=13257105176677803918&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","4805","5","5","0","5","Delilah Jay","5","Had the pleasure of dining in, our server Benjamin was so knowledgeable and helpful to me and my son. Food was fresh and","info@tanukimiami.com","","","","2026-04-28"
"Moxies Miami Restaurant","900 S Miami Ave #161, Miami, FL 33130, USA","(305) 549-8997","https://moxies.com/restaurants/miami-mary-brickell?utm_source=GMB&utm_medium=google-location-listing&utm_campaign=organic","https://maps.google.com/?cid=9031923130400393984&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1849","5","5","0","4","Garrett Henderson","4","5 star service atmosphere, 4 stars food as it was overcooked, presentation needs attention. MEYLAN our server was on poi","adeleon@eatzhospitality.com","","","","2026-04-28"
"Gordon Ramsay Hell's Kitchen - Miami","333 Biscayne Blvd Way, Miami, FL 33131, USA","(786) 688-0082","https://www.gordonramsayrestaurants.com/en/us/hells-kitchen/locations/miami","https://maps.google.com/?cid=11055475470687215345&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","2384","5","5","0","5","Andy Rodriguez","5","Had an amazing experience at Hell’s Kitchen Miami! From the moment we walked in, the atmosphere was vibrant, upscale, an","info@gordonramsayrestaurants.com","","","","2026-04-28"
"Claudie","1101 Brickell Ave S-113, Miami, FL 33131, USA","(305) 990-1101","https://www.claudierestaurant.com/","https://maps.google.com/?cid=15336936437787717740&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","4618","5","5","0","5","Grace Lohn","5","Had an amazing experience at Claudie. The food was outstanding, the service was excellent, and the atmosphere is absolut","","","","",""
"Marabu Restaurant","701 S Miami Ave Fl 4, Miami, FL 33131, USA","(786) 598-8012","https://www.maraburestaurant.com/","https://maps.google.com/?cid=8832535864391459847&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","10542","5","5","0","4","Pablo Lopes","4","Reception My visit to Marabú in Miami in September 2025 began beautifully. The hostess was exceptionally courteous and e","info@maraburestaurant.com","","","","2026-04-28"
"Watr at the 1 Rooftop","2341 Collins Ave Floor 18, Miami Beach, FL 33139, USA","(305) 604-1000","https://www.1hotels.com/south-beach/taste/watr-at-the-rooftop?utm_source=google-gbp&utm_medium=organic&utm_campaign=gbp","https://maps.google.com/?cid=16591850696780727909&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1896","5","5","0","4","Becca Eats","4","If you’re looking for the ultimate Japanese lunch spot in Miami, Watr at the 1 Hotel South Beach is a 10/10 experience.","watrhost@1hotels.com","","","","2026-04-28"
"Fiore Caffe Miami","228 SE 1st St, Miami, FL 33131, USA","(786) 558-5152","https://fiorecaffemiami.com/","https://maps.google.com/?cid=4893040199257249176&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","7206","5","5","0","5","James White","5","This is a fun spot worth stopping by if you’re in Miami. The drinks were just as good as the food, and everything came o","","","","",""
"Mangrove","103 NW 1st Ave, Miami, FL 33128, USA","(305) 614-2736","https://mangrove.miami/","https://maps.google.com/?cid=6882259586097635037&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","474","5","5","0","4","Sabrina C. (Bri)","4","We were a party of four with no reservation on a Saturday night and waited about 20 minutes at the bar for a table to op","","","","",""
"Miami Eats","626 S Miami Ave, Miami, FL 33130, USA","(305) 800-3287","http://www.miami-eats.com/","https://maps.google.com/?cid=17183715721618852034&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","72","5","5","0","5","Daniel","5","It is down a dark alley but worth the trip. They have an unbelievable selection and the prices are very reasonable. I lo","dave@lab6.com","","","","2026-04-28"
"Cactus Club Cafe","201 S Biscayne Blvd, Miami, FL 33131, USA","(754) 289-4981","https://www.cactusclubcafe.com/locations/miami-downtown/?utm_source=google&utm_medium=gmb","https://maps.google.com/?cid=3032733623629319816&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.9","864","5","5","0","5","Stephanie Rodriguez","5","I must say that it’s been a while since I’ve received such great service. Aliesha guided us throughout our entire dining","info@cactusclubcafe.com","","","","2026-04-28"
"Balan's","901 S Miami Ave Space 108, Miami, FL 33130, USA","(305) 809-8587","http://balansbrickell.com/","https://maps.google.com/?cid=4468373411530432769&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","3517","5","5","0","4","Angimar Hernandez","4","From the moment we arrived, we were treated with such kindness and attention. Our server Altab was incredibly friendly,","management@balansrestaurants.com","","","","2026-04-28"
"The FAB","110 Paseo de San Antonio, San Jose, CA 95112, USA","(408) 320-4121","http://thefabsj.com/","https://maps.google.com/?cid=6045395421200355985&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4","216","5","5","4","1","Azaan Qureshi","1","We were one of maybe 3 other couples in the entire restaurant, which should usually mean there isn’t a long wait for foo","info@thefabsj.com","","","","2026-04-28"
"Petiscos 'Downtown'","399 S 1st St, San Jose, CA 95113, USA","(408) 320-2884","http://petiscosadega.com/","https://maps.google.com/?cid=12311738630769233579&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","706","5","5","3","1","Khiem Nguyen","1","The place looks great but that's about where it ends in terms of complements. It seems like they want to charge fancy re","","","","",""
"Original Joe's San Jose","301 S 1st St, San Jose, CA 95113, USA","(408) 292-7030","https://www.sanjoseoriginaljoes.com/?y_source=1_MTQ2MTA4ODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","https://maps.google.com/?cid=17483991626551845487&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","2805","5","5","3","3","Apryl Chiem","3","Did not realize this Original Joe's was not affiliated with any other one until after ordering since their pasta looked","info@sanjoseoriginaljoes.com","","","","2026-04-28"
"Secco Restaurant & Bar","300 S Almaden Ave, San Jose, CA 95110, USA","(408) 947-4444","https://seccorestaurant.com/","https://maps.google.com/?cid=15939757597750166947&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","3.8","86","5","5","2","1","Torsten Rohlfing","1","The food is actually quite good and even reasonably priced. The location is very convenient and the ambience perfectly a","eugene@fsimf.com","","","","2026-04-28"
"The Grill on the Alley","172 S Market St, San Jose, CA 95113, USA","(408) 294-2244","https://www.thegrill.com/","https://maps.google.com/?cid=8698878488011190124&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","623","5","5","2","1","Nicole Victor","1","Our party had extremely high expectations for The Grill on the Alley, but unfortunately, our experience was deeply disap","info@thegrill.com","","","","2026-04-28"
"The GrandView","15005 Mt Hamilton Rd, San Jose, CA 95140, USA","(408) 251-8909","https://www.grandviewsanjose.com/","https://maps.google.com/?cid=5083559617862596176&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","1764","5","5","1","3","Joyce Lin","3","My boyfriend took me here to celebrate Valentine's Day and it was a fixed menu with $175 per person. It's my first time","info@grandviewsanjose.com","","","","2026-04-28"
"Naschmarkt Restaurant - Campbell","384 E Campbell Ave, Campbell, CA 95008, USA","(408) 378-0335","http://naschmarktrestaurants.com/","https://maps.google.com/?cid=501271233112563356&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","981","5","5","1","3","gaston daugherty","3","I was expecting original Austrian food . Was disappointed . I thought the sausages would be made in house along with the","info@naschmarktrestaurants.com","","","","2026-04-28"
"District","65 N San Pedro St, San Jose, CA 95110, USA","(669) 292-5252","https://www.districtsj.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website-link","https://maps.google.com/?cid=15673630030547805610&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","851","5","5","1","3","Tzvi Shahar","3","Interesting restaurant, we had dinner here during a Monday and almost ordered the entire menu, food was fresh and we lik","info@districtsj.com","","","","2026-04-28"
"JOEY Valley Fair","2855 Stevens Creek Blvd Suite 1840, Santa Clara, CA 95050, USA","(669) 899-5639","https://joeyrestaurants.com/location/joey-valley-fair","https://maps.google.com/?cid=17200689946577167943&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","2195","5","5","0","4","Elizabeth Yeh","4","This is a belated review, I visited Joey last summer. Overall, their menu is very fusion and diverse, paired with a styl","accessibility@joeyrestaurants.com","","","","2026-04-28"
"Eos & Nyx","201 S Second St #120, San Jose, CA 95113, USA","(408) 831-6880","http://www.eosnyxsj.com/","https://maps.google.com/?cid=12405285157949925557&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","315","5","5","0","5","Wendy Ng","5","Incredible service.  Staff were so friendly and attentive.  Constantly refilling our waters and asking if we want anothe","info@eosnyxsj.com","","","","2026-04-28"
"The Farmers Union","151 W Santa Clara St, San Jose, CA 95113, USA","(408) 277-0545","http://www.thefarmersunion.com/","https://maps.google.com/?cid=10933642169963397892&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","2320","5","5","0","5","Mohit Goenka","5","We had a fantastic experience at The Farmers Union, specifically exploring their vegetarian offerings. Every dish we tri","contact@thefarmersunion.com","","","","2026-04-28"
"Il Fornaio San Jose","302 S Market St, San Jose, CA 95113, USA","(408) 271-3366","https://www.ilfornaio.com/location/il-fornaio-san-jose/","https://maps.google.com/?cid=12746475122430218209&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","1444","5","5","0","4","A K","4","Locate inside the Westin Hotel. Came here for a team lunch. We made reservations, so we didn't have to wait. Our server","sanjose@ilfo.com","","","","2026-04-28"
"San Pedro Square Market","87 N San Pedro St, San Jose, CA 95110, USA","(408) 849-4716","https://sanpedrosquaremarket.com/","https://maps.google.com/?cid=13091262678725062769&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1350","5","5","0","4","Kathleen Valerio","4","We stopped into the Playback station in the market place for coffee before heading to Christmas in the park.  The coffee","","","","",""
"BJ's Restaurant & Brewhouse","511 Coleman Ave, San Jose, CA 95110, USA","(408) 343-7230","https://www.bjsrestaurants.com/locations/ca/san-jose","https://maps.google.com/?cid=3228849561342076633&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","2746","5","5","0","4","Quinn Calvert","4","A decent chain brewhouse restaurant with good selection of self brewed and guest beers - along with a respectable offeri","info@bjsrestaurants.com","","","","2026-04-28"
"The Club On Post","43 Post St, San Jose, CA 95113, USA","(408) 352-5286","http://theclubonpostca.com/","https://maps.google.com/?cid=75820945619409542&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","100","5","5","0","5","Meera Patel","5","Excellent service and atmosphere, we sat at the bar and had a nice chat. Food was really good especially the French toas","info@theclubonpost.com","","","","2026-04-28"
"Home Eat汉家宴 - San Jose","88 S 4th St STE 150, San Jose, CA 95112, USA","(408) 899-8627","https://homeeat.com/","https://maps.google.com/?cid=5894274947122402309&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.8","1203","5","5","0","4","Paul Rosenthal","4","Definitely get the classic fried chicken wings.  Such a rocking sauce and the wings are meaty and crispy.  Don't get the","info@homeeat.com","","","","2026-04-28"
"Suspiro","3060 Olsen Dr Suite 20, San Jose, CA 95128, USA","(408) 703-3886","http://suspirosj.com/","https://maps.google.com/?cid=5338194004148484689&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","762","5","5","0","4","Chérie Zulim","4","I came here for NYE with my date and we had a great time with good service despite it being more crowded than usual and","info@suspirosj.com","","","","2026-04-28"
"Morton's The Steakhouse","184 S Market St Suite 100, San Jose, CA 95113, USA","(408) 947-7000","https://www.mortons.com/location/mortons-the-steakhouse-san-jose-ca/","https://maps.google.com/?cid=15054343987803030870&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.2","1160","5","5","0","4","Hit List","4","Half the size of San Francisco location. Same good taste. Best thing I liked was not on the menu: the waitress trainee.","info@mortons.com","","","","2026-04-28"
"Paesano Ristorante Italiano","350 W Julian St, San Jose, CA 95110, USA","(408) 217-9327","https://paesanosj.com/","https://maps.google.com/?cid=7505428228974929621&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1083","5","5","0","4","Vero Moreno-Diaz","4","Cozy, elegant, great food and excellent service! Our server was delightful, attentive, professional, fast and with great","info@paesanosj.com","","","","2026-04-28"
"Goodtime Bar","30 Fountain Alley #160, San Jose, CA 95113, USA","(408) 256-1266","http://www.goodtimebarsj.com/","https://maps.google.com/?cid=6632671421459860084&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","158","5","5","0","5","Anthony Giang","5","On a cold Thursday evening, my partner and I made our way over to Goodtime Bar. Ming, one of the bartenders, had graciou","hello@goodtimebarsj.com","","","","2026-04-28"
"Miller & Lux Restaurant","700 Terry A Francois Blvd, San Francisco, CA 94158, USA","(415) 872-6699","http://www.millerandluxrestaurant.com/","https://maps.google.com/?cid=498485797938547268&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","402","5","5","2","2","Green Man","2","I made reservations well in advance so we could enjoy dinner before a comedy show at Chase Center. Unfortunately, the ex","info@millerandluxrestaurant.com","","","",""
"Absinthe Brasserie & Bar","398 Hayes St, San Francisco, CA 94102, USA","(415) 551-1590","http://www.absinthe.com/","https://maps.google.com/?cid=6425557835396706278&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","1801","5","5","2","2","L Oliver","2","People who work here are really nice and friendly hence the 2 stars overall. 5+ stars for them! Unfortunately, food left","talk@absinthe.com","","","",""
"Zuni Café","1658 Market St, San Francisco, CA 94102, USA","(415) 552-2522","http://www.zunicafe.com/","https://maps.google.com/?cid=11491213088621274249&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.4","2575","5","5","2","3","Michelle Kim","3","Here's an honest review for Zuni, which had been on my list for over a year, but I tried my best not to get myself hyped","info@zunicafe.com","","","",""
"Delancey Street Restaurant","600 The Embarcadero, San Francisco, CA 94107, USA","(415) 512-5179","http://www.delanceystreetfoundation.org/enterrestaurant.php","https://maps.google.com/?cid=10080162167051074226&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","1600","5","5","1","3","Brandon","3","I went to Delancey Street Restaurant with my friend, and we’re both in ninth grade. The food was amazing and surprisingl","info@delanceystreetfoundation.org","","","",""
"Seven Hills","1896 Hyde St, San Francisco, CA 94109, USA","(415) 775-1550","https://sevenhillssf.com/","https://maps.google.com/?cid=4292125742157162842&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","905","5","5","1","1","Tomya","1","My friend and I made a reservation for here, it was mid. Our waiter was nice. They informed me that I wasn’t able to mod","info@sevenhillssf.com","","","",""
"Sisterita","669 Commercial St, San Francisco, CA 94111, USA","(415) 649-1919","http://www.sisterita.com/","https://maps.google.com/?cid=3435342571408571843&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","699","5","5","1","3","Simone Alexis Sonnier-Jang","3","I was late to my reservation due to a BART delay and they graciously moved my time for me. When I arrived, I had my bag","","","","",""
"Tartine Bakery","600 Guerrero St, San Francisco, CA 94110, USA","(415) 487-2600","http://www.tartinebakery.com/","https://maps.google.com/?cid=6926389544917822571&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","5857","5","5","1","3","Burt","3","I was rather unimpressed with the baked goods from this this bakery, the service was friendly and efficient and it's def","info@tartinebakery.com","","","",""
"a Mano","450 Hayes St, San Francisco, CA 94102, USA","(415) 506-7401","https://amanosf.com/","https://maps.google.com/?cid=17876618845727866415&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.3","2277","5","5","1","2","Clara de Soto","2","Really wanted to like this place. The ambiance is lovely, location wonderful. But the food is like microwaved garbage. T","info@amanosf.com","","","",""
"Wayfare Tavern","201 Pine St, San Francisco, CA 94111, USA","(415) 772-9060","https://www.wayfaretavern.com/","https://maps.google.com/?cid=3987028339363157431&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","2967","5","5","1","3","Ce Cee","3","This narrow, intimate restaurant feels like stepping into a cozy country house - dark wood, rich walls, and plush velvet","contact@wayfaretavern.com","","","",""
"Ula Restaurant & Tapas Bar","450 Post St, San Francisco, CA 94102, USA","(415) 999-4950","https://ulasf.com/","https://maps.google.com/?cid=6278337761582435421&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.1","503","5","5","1","3","Victoria Edwards","3","I really wish I could give more than 3 stars because the food was wonderful and the atmosphere was even better. However,","info@ulasf.com","","","",""
"Rich Table","199 Gough St, San Francisco, CA 94102, USA","(415) 355-9085","http://richtablesf.com/","https://maps.google.com/?cid=8889672814233392895&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","1558","5","5","0","5","Christina N","5","Solid food and service! Booked on open table last min for a Wednesday night and for a reservation for 8:30PM. Restaurant","info@rt-bistro.comlooking","","","",""
"Liholiho Yacht Club","871 Sutter St, San Francisco, CA 94109, USA","","https://lycsf.com/","https://maps.google.com/?cid=12785219178625967625&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","1935","5","5","0","4","Stelios Serghiou","4","Upscale vibe, standout cocktails, but inconsistent kitchen. We had a pleasant evening here; the ambiance is upscale, mod","info@lycsf.com","","","",""
"Kokkari Estiatorio","200 Jackson St, San Francisco, CA 94111, USA","(415) 981-0983","https://kokkari.com/","https://maps.google.com/?cid=12957869814535908416&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.7","3467","5","5","0","4","Manda E","4","We had a reservation on Sunday. It was nice that they had the exact table ready for us - they were just opening back up","info@kokkari.com","","","",""
"The Progress","1525 Fillmore St, San Francisco, CA 94115, USA","(415) 673-1294","http://www.theprogress-sf.com/","https://maps.google.com/?cid=15124456772888069814&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","1286","5","5","0","4","Kyla W","4","I really want to love The Progress (and state bird) because the vibes are so good, the service is great, and some of the","","","","",""
"La Mar Cocina Peruana San Francisco","PIER 1 1/2 The Embarcadero N, San Francisco, CA 94111, USA","(415) 397-8880","https://lamarcebicheria.com/san-francisco/","https://maps.google.com/?cid=12288100453195726903&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","4827","5","5","0","4","Kimberly Do","4","We had a great visit to La Mar. The space is beautiful and very spacious, and we were seated right by the window inside","info@lamarcebicheria.com","","","",""
"Scoma's of Sausalito","588 Bridgeway, Sausalito, CA 94965, USA","(415) 332-9551","http://www.scomassausalito.com/#dining","https://maps.google.com/?cid=8090138921699336056&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.6","2760","5","5","0","5","T. W.","5","Excellent view of San Francisco, Angel Island, Alcatraz, and the Bay Bridge in the back portion of the restaurant past t","info@scomassausalito.com","","","",""
"Cotogna","490 Pacific Ave, San Francisco, CA 94133, USA","(415) 775-8508","http://cotognasf.com/","https://maps.google.com/?cid=3844909922527115641&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA","4.5","2174","5","5","0","4","Mahadji Bahi","4","Really enjoyed Cotogna. The lamb ragu pasta was excellent,rich, comforting, and perfectly cooked. Paired it with a rosé","info@cotognasf.com","","","",""
